SAMPLING EVENT IDENTIFIER,COMMON NAME,OBSERVATION COUNT
S80339410,Sharp-shinned Hawk,1
S80339410,Black-crowned Night-Heron,1
S80339410,Mallard,11
S80469818,Willet,1
S80580259,Dark-eyed Junco,30
S80580259,American Robin,15
S80580259,White-throated Sparrow,2
S80580259,Eastern Towhee,1
S80580259,Blue Jay,1
S80580259,Northern Cardinal,4
S80580259,Northern Mockingbird,1
S80580260,Northern Cardinal,4
S80580260,Blue Jay,1
S80580260,Dark-eyed Junco,30
S80580260,American Robin,15
S80580260,White-throated Sparrow,2
S80580260,Northern Mockingbird,1
S80580260,Eastern Towhee,1
S80618932,Anna's Hummingbird,1
S80618932,Northern Mockingbird,1
S80618932,California Scrub-Jay,1
S80618932,Lesser Goldfinch,13
S80618932,American Pipit,10
S80618932,American Crow,3
S80618932,White-crowned Sparrow,6
S80618932,Bushtit,1
S80618932,Black Phoebe,1
S80683869,Western Meadowlark,10
S80683869,Red-tailed Hawk,1
S80280014,Black Phoebe,2
S80280014,Pied-billed Grebe,3
S80280014,American Kestrel,1
S80280014,Phainopepla,4
S80280014,California Scrub-Jay,5
S80280014,Common Raven,40
S80280014,Nuttall's Woodpecker,1
S80280014,Turkey Vulture,1
S80280014,American Coot,5
S80280014,Osprey,1
S80280014,Red-tailed Hawk,2
S80280014,Great Blue Heron,2
S80280014,American Wigeon,5
S80280014,Common Goldeneye,5
S80280014,Ring-necked Duck,6
S80280014,Yellow-rumped Warbler,6
S80280014,Bufflehead,12
S80280014,Anna's Hummingbird,1
S80280014,Northern Flicker,1
S80280014,Black-crowned Night-Heron,9
S80280014,Belted Kingfisher,1
S80280014,Ruddy Duck,11
S80280014,Double-crested Cormorant,2
S80280014,Canada Goose,35
S80280014,Ruby-crowned Kinglet,3
S80280014,White-crowned Sparrow,3
S80280014,European Starling,8
S80280014,Great Egret,1
S80586335,Golden-crowned Sparrow,1
S80586335,Anna's Hummingbird,2
S80586335,California Scrub-Jay,2
S80586335,House Finch,2
S80586335,Common Murre,300
S80586335,gull sp.,30
S80586335,Pacific Wren,1
S80586335,California Towhee,1
S80586335,Ruby-crowned Kinglet,1
S80586335,Say's Phoebe,1
S80586335,Bewick's Wren,1
S80586335,Western Gull,10
S80586335,White-crowned Sparrow,4
S80586335,Hairy Woodpecker,1
S80586335,Brandt's Cormorant,100
S80586335,Peregrine Falcon,2
S80586335,Common Raven,3
S80586335,Rock Wren,1
S80586335,Wrentit,2
S80586335,Surf Scoter,20
S80363725,Bushtit,2
S80363725,Canada Goose,1
S80363725,Song Sparrow,3
S80363725,Anna's Hummingbird,1
S80363725,Snowy Egret,5
S80363725,Golden-crowned Sparrow,1
S80363725,Red-tailed Hawk,1
S80363725,American Coot,7
S80363725,Yellow-rumped Warbler,1
S80363725,Black Phoebe,1
S80363725,American Crow,2
S80363725,House Finch,4
S80363725,Dark-eyed Junco,2
S80363725,Pine Siskin,8
S80363725,California Towhee,2
S80363725,Common Yellowthroat,1
S80363725,Common Goldeneye,1
S80363725,Red-winged Blackbird,20
S80363725,Chestnut-backed Chickadee,2
S80363725,Mallard,6
S80363725,Townsend's Warbler,1
S80363725,Green Heron,1
S80363725,Pygmy Nuthatch,1
S80363725,Great Blue Heron,1
S80370324,Surf Scoter,8
S80370324,Peregrine Falcon,3
S80370324,Hermit Thrush,1
S80370324,Spotted Towhee,1
S80370324,Black Phoebe,1
S80370324,White-crowned Sparrow,19
S80370324,Brown Pelican,2
S80370324,Common Murre,800
S80370324,Turkey Vulture,2
S80370324,Brandt's Cormorant,12
S80370324,Common Raven,11
S80370324,Bewick's Wren,3
S80370324,Red-throated Loon,1
S80370324,Western Grebe,3
S80370324,Rock Wren,2
S80370325,Common Murre,800
S80370325,Black Phoebe,1
S80370325,Rock Wren,2
S80370325,Brown Pelican,2
S80370325,Peregrine Falcon,3
S80370325,Turkey Vulture,2
S80370325,Surf Scoter,8
S80370325,Common Raven,11
S80370325,Brandt's Cormorant,12
S80370325,White-crowned Sparrow,19
S80370325,Hermit Thrush,1
S80370325,Red-throated Loon,1
S80370325,Western Grebe,3
S80370325,Bewick's Wren,3
S80370325,Spotted Towhee,1
S80544016,House Finch,2
S80551808,Cedar Waxwing,15
S80511901,Turkey Vulture,38
S80511901,American Robin,3
S80511901,Mallard,168
S80511901,Northern Cardinal,5
S80511901,Blue Jay,2
S80511901,Canada Goose,3
S80511901,Pileated Woodpecker,1
S80511901,Eastern Phoebe,1
S80511901,Snow Goose,35
S80511901,Golden-crowned Kinglet,3
S80511901,Great Blue Heron,2
S80511901,Ring-necked Duck,148
S80511901,Northern Flicker,3
S80511901,White-throated Sparrow,14
S80511901,Red-tailed Hawk,2
S80511901,Bufflehead,22
S80511901,Rusty Blackbird,18
S80511901,American Coot,68
S80511901,Red-shouldered Hawk,1
S80511901,Red-winged Blackbird,112
S80511901,Downy Woodpecker,1
S80511901,Tufted Titmouse,7
S80511901,Wood Duck,33
S80511901,Ruddy Duck,75
S80511901,Gadwall,212
S80511901,Double-crested Cormorant,1
S80511901,Common Grackle,5
S80511901,Red-bellied Woodpecker,3
S80511901,Hooded Merganser,2
S80511901,Song Sparrow,3
S80511901,White-breasted Nuthatch,1
S80511901,Northern Shoveler,18
S80511901,Ruby-crowned Kinglet,2
S80511901,Bald Eagle,3
S80511901,Brown Creeper,1
S80511901,Red-headed Woodpecker,2
S80511901,Pied-billed Grebe,23
S80511901,Black Vulture,1
S80511901,American Crow,2
S80511901,Swamp Sparrow,6
S80511901,Carolina Wren,2
S80511901,Carolina Chickadee,3
S80653675,White-crowned Sparrow,4
S80653675,gull sp.,40
S80653675,Common Murre,300
S80653675,California Towhee,2
S80653675,Rock Wren,1
S80653675,Common Raven,3
S80653675,Peregrine Falcon,2
S80653675,Dark-eyed Junco,2
S80653675,Brandt's Cormorant,50
S80653675,Bewick's Wren,3
S80653675,Spotted Towhee,2
S80653675,Northern Flicker,1
S80653675,Anna's Hummingbird,2
S80653675,Wrentit,4
S80653675,Surf Scoter,40
S80653675,California Scrub-Jay,2
S80653675,Western Gull,2
S80653675,Golden-crowned Sparrow,1
S80610538,Song Sparrow,3
S80610538,Western Gull,2
S80610538,Great Egret,2
S80610538,Killdeer,2
S80610538,Spotted Sandpiper,1
S80610538,Belted Kingfisher,1
S80610538,Cooper's Hawk,1
S80610538,Snowy Egret,3
S80610538,Red-breasted Merganser,1
S80610538,Anna's Hummingbird,1
S80610538,Dark-eyed Junco,1
S80610538,Pygmy Nuthatch,2
S80610538,Great Blue Heron,1
S80610538,Double-crested Cormorant,1
S80610538,Mallard,29
S80610538,European Starling,25
S80610538,Golden-crowned Sparrow,1
S80610538,Red-tailed Hawk,1
S80610538,Black Phoebe,1
S80610538,American Coot,17
S80610538,American Crow,1
S80610538,Bufflehead,2
S80610538,Oak Titmouse,1
S80610538,Eurasian Collared-Dove,1
S80730676,Turkey Vulture,3
S80730676,Common Raven,2
S80730676,Red-tailed Hawk,1
S80730676,Surf Scoter,30
S80730676,Common Murre,500
S80730676,Pelagic Cormorant,5
S80730676,White-crowned Sparrow,7
S80733903,Orange-crowned Warbler,1
S80733903,American Coot,16
S80733903,Golden-crowned Sparrow,1
S80733903,Black Phoebe,1
S80733903,Chestnut-backed Chickadee,1
S80733903,California Towhee,2
S80733903,Red-breasted Merganser,1
S80733903,Common Goldeneye,1
S80733903,Bufflehead,2
S80733903,Mallard,40
S81243239,Golden-crowned Sparrow,6
S81243239,Pine Siskin,4
S81243239,Wrentit,4
S81243239,Hairy Woodpecker,1
S81243239,Common Raven,2
S81243239,Mallard,2
S81243239,Black Phoebe,1
S81243239,Northern Harrier,1
S81243239,Red-tailed Hawk,1
S81243239,Yellow-rumped Warbler,2
S81243239,Dark-eyed Junco,18
S81243239,Western Meadowlark,15
S81243239,European Starling,3
S81243239,Western Bluebird,6
S81243239,Savannah Sparrow,5
S81243239,American Kestrel,5
S81243239,California Scrub-Jay,3
S80336277,White-crowned Sparrow,4
S80336277,European Starling,10
S80336277,Ring-necked Duck,1
S80336277,Red-winged Blackbird,25
S80336277,Brewer's Blackbird,175
S80336277,blackbird sp.,50
S80336277,Western Meadowlark,15
S80336277,Mallard,2
S80719149,Tufted Titmouse,1
S80719149,House Finch,4
S80719149,Red-bellied Woodpecker,1
S80719149,White-throated Sparrow,1
S80719149,Mourning Dove,7
S80719149,American Robin,1
S80719149,European Starling,12
S80719149,Blue Jay,2
S80719149,Dark-eyed Junco,6
S80719149,Downy Woodpecker,1
S80719149,Northern Cardinal,3
S80719149,Carolina Chickadee,1
S80380835,Canada Goose,1
S80380835,Cedar Waxwing,22
S80380835,Red-bellied Woodpecker,4
S80380835,Northern Cardinal,1
S80380835,Carolina Wren,3
S80380835,Tufted Titmouse,6
S80380835,Belted Kingfisher,1
S80380835,Red-shouldered Hawk,1
S80380835,Carolina Chickadee,5
S80380835,Downy Woodpecker,1
S80380835,Dark-eyed Junco,12
S80380835,Turkey Vulture,4
S80380835,American Goldfinch,1
S80380835,Blue Jay,1
S80380835,House Finch,6
S80305078,American Robin,6
S80305078,Eastern Phoebe,1
S80305078,Killdeer,5
S80305078,Hooded Merganser,2
S80305078,Tufted Titmouse,1
S80305078,American Pipit,1
S80305078,Northern Flicker,2
S80305078,Yellow-rumped Warbler,3
S80305078,Northern Harrier,1
S80305078,Blue Jay,5
S80305078,Mourning Dove,8
S80305078,Dark-eyed Junco,8
S80305078,Black Vulture,16
S80305078,Turkey Vulture,4
S80305078,Northern Cardinal,7
S80305078,Red-tailed Hawk,1
S80305078,Savannah Sparrow,3
S80305078,Carolina Wren,3
S80305078,Red-winged Blackbird,600
S80305078,Northern Mockingbird,2
S80305078,American Goldfinch,1
S80305078,American Crow,9
S80305078,Common Grackle,20
S80305078,White-throated Sparrow,17
S80305078,Song Sparrow,1
S80305078,Eastern Bluebird,6
S80305078,Red-shouldered Hawk,1
S80356815,Great Horned Owl,2
S80316084,Northern Harrier,1
S80316084,Red-tailed Hawk,2
S80316084,Western Meadowlark,1
S80336399,Belted Kingfisher,1
S80336399,Pied-billed Grebe,2
S80486536,Song Sparrow,2
S80486536,House Finch,10
S80486536,Purple Finch,2
S80486536,Dark-eyed Junco,5
S80486536,American Crow,1
S80486536,Mourning Dove,2
S80486536,Pine Siskin,3
S80486536,Golden-crowned Sparrow,6
S80486536,Common Raven,2
S80486536,Mallard,1
S80486536,Fox Sparrow,1
S80486536,Yellow-rumped Warbler,4
S80486536,Chestnut-backed Chickadee,2
S80486536,California Towhee,1
S80486536,Lesser Goldfinch,1
S80486536,Accipiter sp.,1
S80486536,White-crowned Sparrow,10
S80486536,Townsend's Warbler,1
S80486536,Anna's Hummingbird,2
S80486536,Lincoln's Sparrow,1
S80393001,Great Black-backed Gull,1
S80393001,Ring-billed Gull,35
S80393001,Herring Gull,12
S80393001,American Crow,1
S80393001,American White Pelican,22
S80393001,Rock Pigeon,3
S80393001,Great Blue Heron,2
S80393001,Dark-eyed Junco,1
S80405061,Dark-eyed Junco,1
S80405061,Canada Goose,5
S80405061,Winter Wren,1
S80405061,Blue Jay,1
S80405061,European Starling,30
S80405061,Carolina Chickadee,2
S80405061,American Crow,1
S80405061,Eastern Bluebird,2
S80603850,Oak Titmouse,1
S80603850,Dark-eyed Junco,3
S80603850,California Scrub-Jay,1
S80603850,Lesser Goldfinch,1
S80603850,Red-shouldered Hawk,1
S80623107,Anna's Hummingbird,1
S80623107,White-crowned Sparrow,6
S80626116,House Sparrow,40
S80626116,Eurasian Collared-Dove,65
S80626116,Rock Pigeon,5
S80626116,European Starling,30
S80626116,Great-tailed Grackle,8
S80330855,Yellow-rumped Warbler,2
S80330855,Crissal Thrasher,1
S80330855,Snow Goose,9
S80330855,American Coot,52
S80330855,Verdin,1
S80330855,Abert's Towhee,3
S80330855,Anna's Hummingbird,1
S80330855,Canada Goose,210
S80330855,Mallard,20
S80330855,Pied-billed Grebe,1
S80330855,Bewick's Wren,1
S80330855,Ruddy Duck,11
S80330855,Say's Phoebe,1
S80330855,Northern Flicker,1
S80330855,Mute Swan,9
S80330855,Wood Duck,1
S80330855,Bald Eagle,1
S80330855,Red-tailed Hawk,3
S80330855,Great-tailed Grackle,8
S80330855,Song Sparrow,2
S80330855,Cooper's Hawk,1
S80330855,White-crowned Sparrow,1
S80732479,Ruby-crowned Kinglet,1
S80734420,Anna's Hummingbird,X
S80734420,American Crow,X
S80734420,Dark-eyed Junco,X
S80734420,Western Bluebird,X
S80734420,House Finch,X
S80734420,California Towhee,X
S80734420,Mourning Dove,X
S80734420,Yellow-rumped Warbler,X
S80734420,Spotted Towhee,X
S80734420,Lesser Goldfinch,X
S80604535,Canada Jay,4
S80604535,Mountain Chickadee,2
S80626034,Mourning Dove,4
S80626034,Eurasian Collared-Dove,3
S80626034,Red-tailed Hawk,1
S80418471,Dark-eyed Junco,12
S80418471,Northern Cardinal,6
S80418471,American Goldfinch,8
S80418471,Hairy Woodpecker,1
S80418471,Tufted Titmouse,1
S80418471,Red-bellied Woodpecker,1
S80418471,Carolina Wren,2
S80418471,Carolina Chickadee,2
S80418471,House Finch,4
S80418471,White-throated Sparrow,5
S80418471,Mourning Dove,5
S80341756,Western Meadowlark,X
S80341756,Western Gull,X
S80341756,Mallard (Domestic type),1
S80341756,American Crow,X
S80341756,Brandt's Cormorant,X
S80341756,Golden-crowned Sparrow,X
S80341756,Northern Harrier,X
S80341756,Spotted Towhee,X
S80341756,Snowy Egret,X
S80341756,White-tailed Kite,1
S80341756,Glaucous-winged Gull,X
S80341756,Bushtit,X
S80341756,Ring-billed Gull,X
S80341756,Great Egret,1
S80341756,Anna's Hummingbird,X
S80341756,Canada Goose,2
S80341756,Marbled Godwit,X
S80341756,Blue-gray Gnatcatcher,X
S80341756,Long-billed Curlew,X
S80341756,White-crowned Sparrow,X
S80341756,Surf Scoter,X
S80341756,gull sp.,X
S80341756,Whimbrel,X
S80341756,Red-throated Loon,1
S80341756,California Thrasher,2
S80341756,Ruby-crowned Kinglet,X
S80341756,Black Phoebe,X
S80341756,Song Sparrow,X
S80341756,Black Oystercatcher,X
S80341756,House Finch,X
S80341756,Common Loon,1
S80341756,Pelagic Cormorant,X
S80341756,Mallard,X
S80341756,Red-tailed Hawk,X
S80341756,Brown Pelican,1
S80341756,Turkey Vulture,X
S80341756,Say's Phoebe,X
S80341756,Red-winged Blackbird,X
S80341756,Savannah Sparrow,X
S80341756,Red-breasted Merganser,1
S80341756,Common Yellowthroat,2
S80332453,Western/Eastern Meadowlark,11
S80332453,Northern Harrier,4
S80332453,Ring-necked Duck,11
S80332453,European Starling,155
S80332453,Red-winged Blackbird,100
S80332453,Mourning Dove,19
S80332453,American Robin,12
S80332453,Downy Woodpecker,1
S80332453,Dark-eyed Junco,1
S80332453,Eurasian Collared-Dove,4
S80332453,Red-tailed Hawk,4
S80332453,Common Grackle,15
S80332453,Song Sparrow,2
S80332453,American Kestrel,1
S80332453,Bald Eagle,4
S80332453,Northern Cardinal,3
S80332453,American Crow,11
S80518458,Northern Flicker,1
S80518458,American Kestrel,1
S80518458,Marsh Wren,3
S80518458,Prairie Falcon,1
S80518458,Rough-legged Hawk,1
S80518458,Downy Woodpecker,1
S80518458,Northern Cardinal,3
S80518458,European Starling,3
S80518458,Western Meadowlark,1
S80518458,Wood Duck,1
S80518458,White-crowned Sparrow,1
S80518458,Song Sparrow,10
S80518458,American Tree Sparrow,10
S80518458,Greater White-fronted Goose,20
S80518458,Virginia Rail,1
S80518458,Cackling Goose,X
S80518458,Brewer's Blackbird,100
S80518458,American Crow,1
S80518458,Eastern Bluebird,3
S80518458,Northern Pintail,15
S80518458,Hairy Woodpecker,2
S80518458,Mallard,30
S80518458,Canada Goose,X
S80518458,Horned Lark,10
S80518458,Red-winged Blackbird,500
S80518458,Brown-headed Cowbird,100
S80518458,Northern Harrier,2
S80518458,Ferruginous Hawk,1
S80518458,Gadwall,2
S80518458,Savannah Sparrow,1
S80518458,House Sparrow,3
S80518458,Mourning Dove,1
S80559850,Rough-legged Hawk,1
S80559850,Hairy Woodpecker,2
S80559850,Mallard,30
S80559850,Cackling Goose,X
S80559850,Downy Woodpecker,1
S80559850,American Tree Sparrow,10
S80559850,Red-winged Blackbird,500
S80559850,Canada Goose,X
S80559850,Northern Cardinal,3
S80559850,Gadwall,2
S80559850,Prairie Falcon,1
S80559850,House Sparrow,3
S80559850,Wood Duck,1
S80559850,Northern Harrier,2
S80559850,Western Meadowlark,1
S80559850,American Crow,1
S80559850,Brown-headed Cowbird,100
S80559850,Brewer's Blackbird,100
S80559850,Northern Flicker,1
S80559850,Ferruginous Hawk,1
S80559850,Song Sparrow,10
S80559850,Savannah Sparrow,1
S80559850,Greater White-fronted Goose,20
S80559850,Horned Lark,10
S80559850,Eastern Bluebird,3
S80559850,Mourning Dove,1
S80559850,Virginia Rail,1
S80559850,Northern Pintail,15
S80559850,American Kestrel,1
S80559850,European Starling,3
S80559850,White-crowned Sparrow,1
S80559850,Marsh Wren,3
S82879992,Ferruginous Hawk,1
S82879992,Mallard,30
S82879992,European Starling,3
S82879992,Brewer's Blackbird,100
S82879992,Hairy Woodpecker,2
S82879992,Prairie Falcon,1
S82879992,Northern Flicker,1
S82879992,Horned Lark,10
S82879992,White-crowned Sparrow,1
S82879992,Gadwall,2
S82879992,Western Meadowlark,1
S82879992,Mourning Dove,1
S82879992,Virginia Rail,1
S82879992,Northern Cardinal,3
S82879992,Rough-legged Hawk,1
S82879992,Brown-headed Cowbird,100
S82879992,American Crow,1
S82879992,House Sparrow,3
S82879992,Marsh Wren,3
S82879992,Canada Goose,X
S82879992,Northern Harrier,2
S82879992,American Tree Sparrow,10
S82879992,Savannah Sparrow,1
S82879992,Downy Woodpecker,1
S82879992,Northern Pintail,15
S82879992,Wood Duck,1
S82879992,Cackling Goose,X
S82879992,Red-winged Blackbird,500
S82879992,Greater White-fronted Goose,20
S82879992,American Kestrel,1
S82879992,Song Sparrow,10
S82879992,Eastern Bluebird,3
S80334730,American Crow,4
S80334730,Ruby-crowned Kinglet,1
S80334730,Yellow-rumped Warbler,1
S80334730,Pine Siskin,4
S80334730,Great Blue Heron,1
S80334730,Black Phoebe,2
S80334730,American Coot,24
S80334730,Oak Titmouse,1
S80334730,California Scrub-Jay,2
S80334730,Turkey Vulture,1
S80334730,Song Sparrow,1
S80334730,Steller's Jay,2
S80334730,California Gull,1
S80334730,Rock Pigeon,5
S80334730,Short-billed Gull,1
S80334730,Dark-eyed Junco,1
S80334730,Yellow-rumped Warbler,2
S80334730,Western Bluebird,2
S80334730,Belted Kingfisher,1
S80334730,Ring-billed Gull,5
S80334730,Canada Goose,6
S80334730,Mallard,4
S80334730,Red-shouldered Hawk,1
S80334730,Anna's Hummingbird,1
S80491103,American Kestrel,1
S80491103,Long-billed Curlew,X
S80491103,American Robin,X
S80491103,Great Blue Heron,1
S80491103,Song Sparrow,X
S80491103,Spotted Towhee,X
S80491103,California Towhee,X
S80491103,American Crow,X
S80491103,Mallard,3
S80491103,House Finch,X
S80491103,Ruby-crowned Kinglet,X
S80491103,Whimbrel,X
S80491103,Bushtit,X
S80491103,Black Phoebe,X
S80491103,Marbled Godwit,X
S80491103,Anna's Hummingbird,X
S80491103,gull sp.,X
S80491103,Purple Finch,1
S80491103,Brown Pelican,X
S80491103,California Scrub-Jay,X
S80491103,Common Yellowthroat,1
S80491103,Great Egret,1
S80491103,Red-tailed Hawk,X
S80491103,cormorant sp.,X
S80491103,Surf Scoter,X
S80491103,Red-winged Blackbird,X
S80491103,Red-shouldered Hawk,1
S80491103,Turkey Vulture,X
S80491103,Bewick's Wren,X
S80491103,Snowy Egret,X
S80491103,Golden-crowned Sparrow,X
S80491103,Pelagic Cormorant,X
S80491103,Northern Harrier,X
S80491103,White-tailed Kite,1
S80491103,White-crowned Sparrow,X
S80491103,Say's Phoebe,X
S80738603,Ring-billed Gull,6
S80738603,American Goldfinch,35
S80738603,American Crow,35
S80738603,American Robin,5
S80738603,Pelagic Cormorant,8
S80738603,Red-shouldered Hawk,1
S80738603,Anna's Hummingbird,1
S80738603,Surf Scoter,31
S80738603,Western Gull,60
S80738603,Brandt's Cormorant,150
S80738603,Turkey Vulture,3
S80738603,White-crowned Sparrow,13
S80738603,Marbled Godwit,3
S80738603,California Gull,30
S80738603,Black Oystercatcher,6
S80738603,Glaucous-winged Gull,30
S80738603,Canada Goose,2
S80738603,Fox Sparrow,1
S80738603,Double-crested Cormorant,1
S80738603,Long-billed Curlew,7
S80738603,Common Raven,8
S80738603,Red-winged Blackbird,6
S80738603,Golden-crowned Sparrow,9
S80738603,Whimbrel,2
S80738603,California Towhee,1
S84240584,Turkey Vulture,1
S84240584,Brewer's Blackbird,4
S84240584,Song Sparrow,2
S84240584,White-crowned Sparrow,55
S84240584,American Coot,2
S84240584,Black Phoebe,1
S84240584,Yellow-rumped Warbler,2
S84240584,Eared Grebe,1
S84240584,Red-tailed Hawk,2
S84240584,Bufflehead,2
S84240584,Rock Pigeon,4
S84240584,Red-winged Blackbird,24
S84240584,Common Raven,2
S84240584,Say's Phoebe,1
S84240584,Ring-necked Duck,4
S84240584,Golden-crowned Sparrow,10
S84240584,House Finch,3
S84240584,Mallard,2
S84240584,Cinnamon Teal,2
S84240584,Ruddy Duck,2
S80471432,Rock Pigeon,15
S80471432,California Thrasher,2
S80471432,Say's Phoebe,1
S80471432,Ruby-crowned Kinglet,2
S80471432,Western Gull,2
S80471432,Double-crested Cormorant,1
S80471432,Hermit Thrush,1
S80471432,Yellow-rumped Warbler,2
S80471432,House Finch,13
S80471432,European Starling,3
S80471432,Song Sparrow,5
S80471432,American Robin,4
S80471432,Pelagic Cormorant,2
S80471432,California Towhee,1
S80471432,Bewick's Wren,1
S80471432,Black Oystercatcher,6
S80471432,Anna's Hummingbird,5
S80471432,White-crowned Sparrow,20
S80471432,California Scrub-Jay,2
S80471432,Common Raven,25
S80471432,Golden-crowned Sparrow,21
S80471432,Fox Sparrow,3
S80471432,Black Phoebe,4
S80471432,Red-winged Blackbird,1
S80471432,Surf Scoter,17
S80471432,Common Yellowthroat,1
S80471432,Spotted Towhee,2
S98094864,Chukar,4
S80672385,Northern Flicker,1
S80672385,Green Heron,1
S80672385,Dark-eyed Junco,3
S80672385,Spotted Towhee,5
S80672385,Northern Shoveler,2
